project_id,project_name,client_name,start_date,end_date,status,region,industry,description
252,Project Gemini Migration,Emirates,2022-04-20,2024-08-06,On Track,APAC,Banking,Core banking overhaul
253,Project Phoenix Integration,Apple,2022-02-22,2024-09-08,Delayed,Africa,Banking,Data center consolidation
254,Project Atlas Expansion,HSBC,2023-10-27,2023-12-04,Completed,Africa,Retail,E-commerce platform integration
255,Project Atlas Expansion,British Telecom,2023-01-26,2023-06-25,On Track,Latin America,Telecom,Cloud migration project
256,Project Gemini Expansion,Pfizer,2023-11-29,2025-06-01,Cancelled,Africa,Insurance,Core banking overhaul
257,Project Orion Enhancement,Samsung,2020-11-26,2025-10-16,Completed,Europe,Retail,Cloud migration project
258,Project Helios Enhancement,Sony,2022-11-23,2023-06-15,Delayed,APAC,Telecom,Mobile app redevelopment
259,Project Titan Analytics,Vodafone,2023-04-15,2023-06-23,Proposed,Latin America,Banking,Mobile app redevelopment
260,Project Titan Expansion,Wells Fargo,2022-07-21,2025-11-21,On Track,APAC,Banking,Analytics dashboards
261,Project Phoenix Expansion,Pfizer,2023-11-23,2025-10-06,On Track,Africa,Banking,Upgrading legacy systems
262,Project Phoenix Enhancement,SAP,2021-10-10,2023-03-02,Completed,Middle East,Automotive,Mobile app redevelopment
263,Project Titan Upgrade,Microsoft,2020-08-06,2025-03-29,Delayed,Africa,Energy,Upgrading legacy systems
264,Project Atlas Migration,Wells Fargo,2021-04-07,2023-02-21,Completed,Middle East,Technology,Global ERP rollout
265,Project Nova Enhancement,IBM,2021-12-14,2025-01-24,Delayed,North America,Telecom,Upgrading legacy systems
266,Project Vantage Migration,American Express,2021-02-17,2022-06-10,On Track,Africa,Energy,Cloud migration project
267,Project Nova Enhancement,British Telecom,2020-01-18,2022-07-04,On Track,Middle East,Automotive,Global ERP rollout
268,Project Phoenix Expansion,Deutsche Telekom,2023-02-21,2023-09-09,On Track,North America,Banking,Cloud migration project
269,Project Phoenix Integration,JP Morgan Chase,2020-11-01,2020-11-14,On Track,North America,Insurance,Data center consolidation
270,Project Nova Upgrade,Repsol,2023-11-30,2025-07-28,Delayed,Africa,Insurance,Core banking overhaul
271,Project Gemini Upgrade,AT&T,2022-12-02,2025-11-08,Completed,Latin America,Automotive,Mobile app redevelopment
272,Project Nova Upgrade,Ford,2022-06-29,2024-01-31,Completed,Europe,Energy,Analytics dashboards
273,Project Vantage Expansion,Microsoft,2022-01-23,2025-04-13,Completed,APAC,Automotive,Data center consolidation
274,Project Nova Upgrade,Apple,2023-09-03,2025-01-18,On Track,North America,Retail,Global ERP rollout
275,Project Orion Expansion,AT&T,2021-01-20,2024-06-06,Delayed,Middle East,Technology,Cloud migration project
276,Project Gemini Upgrade,Deutsche Telekom,2023-09-08,2024-02-10,Proposed,Latin America,Insurance,Cloud migration project
277,Project Vantage Upgrade,Vodafone,2021-11-03,2025-04-06,Proposed,Middle East,Insurance,Analytics dashboards
278,Project Atlas Upgrade,Sony,2021-07-06,2024-05-02,Completed,Europe,Energy,Data center consolidation
279,Project Nova Upgrade,American Express,2023-09-21,2025-09-01,On Track,Latin America,Technology,Data center consolidation
280,Project Phoenix Analytics,Nestle,2022-12-13,2023-01-20,Completed,APAC,Retail,E-commerce platform integration
281,Project Nova Integration,Coca-Cola,2020-09-09,2023-08-16,Delayed,North America,Banking,Data center consolidation
282,Project Nova Enhancement,Volkswagen,2023-09-11,2024-04-16,Proposed,APAC,Banking,Cloud migration project
283,Project Helios Migration,SAP,2022-02-16,2024-06-03,Delayed,Africa,Banking,Upgrading legacy systems
284,Project Titan Analytics,Samsung,2022-03-21,2022-09-26,Delayed,Middle East,Automotive,Mobile app redevelopment
285,Project Vantage Analytics,Pfizer,2023-08-18,2025-06-22,Cancelled,APAC,Energy,Data center consolidation
286,Project Atlas Integration,SAP,2022-04-08,2024-05-27,Proposed,North America,Banking,Core banking overhaul
287,Project Nova Analytics,Nestle,2023-11-06,2025-07-01,On Track,North America,Energy,Data center consolidation
288,Project Helios Expansion,ExxonMobil,2022-10-12,2025-11-20,Proposed,Latin America,Retail,Analytics dashboards
289,Project Vantage Upgrade,AT&T,2022-03-15,2023-02-02,Cancelled,Africa,Insurance,E-commerce platform integration
290,Project Titan Integration,Ford,2020-04-19,2022-11-08,On Track,North America,Telecom,Mobile app redevelopment
291,Project Vantage Upgrade,Volkswagen,2023-08-05,2025-07-15,On Track,Middle East,Healthcare,Data center consolidation
292,Project Gemini Expansion,Deutsche Telekom,2020-03-20,2021-07-11,Proposed,Latin America,Banking,Global ERP rollout
293,Project Vantage Analytics,Ford,2021-05-25,2022-12-15,Delayed,Middle East,Insurance,Global ERP rollout
294,Project Nova Integration,British Telecom,2020-01-06,2022-05-25,On Track,APAC,Healthcare,Core banking overhaul
295,Project Phoenix Integration,Volkswagen,2022-12-27,2024-12-09,On Track,Latin America,Banking,Analytics dashboards
296,Project Orion Enhancement,American Express,2023-04-22,2024-11-09,Proposed,Africa,Healthcare,E-commerce platform integration
297,Project Titan Analytics,Emirates,2022-11-22,2024-03-04,Proposed,North America,Energy,Cloud migration project
298,Project Vantage Migration,Coca-Cola,2022-05-31,2023-07-09,Delayed,Europe,Technology,Global ERP rollout
299,Project Nova Integration,American Express,2021-07-26,2023-10-11,On Track,Latin America,Retail,E-commerce platform integration
300,Project Helios Upgrade,Nestle,2023-01-07,2024-08-30,On Track,APAC,Automotive,Core banking overhaul
301,Project Titan Migration,Banco Santander,2022-07-01,2024-07-08,Proposed,Middle East,Retail,Global ERP rollout
302,Project Atlas Analytics,Nestle,2022-05-09,2024-01-22,On Track,Europe,Banking,Core banking overhaul
303,Project Titan Upgrade,Pfizer,2023-05-18,2025-03-28,Proposed,Africa,Automotive,Global ERP rollout
304,Project Orion Migration,Coca-Cola,2023-04-30,2024-07-21,Proposed,North America,Telecom,Mobile app redevelopment
305,Project Helios Integration,Novartis,2023-07-18,2023-11-01,Cancelled,Latin America,Retail,Analytics dashboards
306,Project Phoenix Enhancement,JP Morgan Chase,2023-08-11,2023-12-06,Completed,APAC,Technology,Upgrading legacy systems
307,Project Phoenix Enhancement,HSBC,2022-04-06,2023-03-02,Proposed,North America,Technology,Upgrading legacy systems
308,Project Vantage Migration,Novartis,2020-11-11,2022-02-09,Completed,Europe,Telecom,E-commerce platform integration
309,Project Helios Integration,Emirates,2022-11-21,2025-03-20,Delayed,Latin America,Banking,Core banking overhaul
310,Project Gemini Expansion,HSBC,2021-02-25,2023-11-11,Cancelled,Africa,Retail,Global ERP rollout
311,Project Vantage Migration,Visa,2022-09-14,2023-10-16,Proposed,Middle East,Telecom,Mobile app redevelopment
312,Project Orion Analytics,AT&T,2020-08-06,2023-05-25,Delayed,Africa,Banking,Upgrading legacy systems
313,Project Titan Enhancement,Visa,2023-04-02,2024-12-04,Cancelled,North America,Technology,Cloud migration project
314,Project Vantage Upgrade,ExxonMobil,2022-03-25,2024-01-02,Proposed,APAC,Healthcare,Analytics dashboards
315,Project Titan Migration,Sony,2022-05-04,2024-01-22,Completed,Europe,Technology,Core banking overhaul
316,Project Atlas Upgrade,Wells Fargo,2023-10-02,2025-12-30,On Track,Latin America,Healthcare,Core banking overhaul
317,Project Gemini Analytics,Samsung,2021-09-05,2024-08-23,Completed,Africa,Healthcare,Global ERP rollout
318,Project Helios Upgrade,HSBC,2022-07-20,2023-07-10,On Track,Latin America,Insurance,Analytics dashboards
319,Project Vantage Expansion,Emirates,2023-12-23,2024-05-22,On Track,Europe,Automotive,Mobile app redevelopment
320,Project Vantage Migration,Pfizer,2022-10-04,2025-10-27,Cancelled,North America,Energy,E-commerce platform integration
321,Project Titan Integration,American Express,2020-04-07,2023-07-21,Proposed,Latin America,Banking,Upgrading legacy systems
322,Project Vantage Upgrade,Microsoft,2023-01-18,2024-12-30,Cancelled,Latin America,Technology,Analytics dashboards
323,Project Phoenix Migration,Apple,2021-01-23,2024-02-19,Completed,Africa,Healthcare,Global ERP rollout
324,Project Gemini Expansion,British Telecom,2020-12-01,2023-10-31,Delayed,APAC,Banking,Upgrading legacy systems
325,Project Vantage Expansion,JP Morgan Chase,2023-06-16,2025-01-06,Cancelled,Europe,Insurance,Data center consolidation
326,Project Atlas Integration,Nestle,2022-07-24,2024-09-05,Proposed,North America,Telecom,E-commerce platform integration
327,Project Orion Migration,Deutsche Telekom,2022-08-27,2025-04-18,Completed,Middle East,Automotive,E-commerce platform integration
328,Project Helios Analytics,ExxonMobil,2022-04-02,2023-05-14,On Track,Latin America,Telecom,Core banking overhaul
329,Project Nova Upgrade,ExxonMobil,2021-02-11,2023-11-22,On Track,Europe,Technology,Data center consolidation
330,Project Vantage Expansion,Samsung,2023-01-18,2023-08-23,Delayed,Middle East,Telecom,Upgrading legacy systems
331,Project Titan Migration,Microsoft,2022-12-07,2025-08-31,Completed,Europe,Insurance,Cloud migration project
332,Project Nova Migration,Apple,2020-04-09,2025-03-12,On Track,APAC,Retail,Global ERP rollout
333,Project Atlas Analytics,Walmart,2022-06-11,2023-10-11,Cancelled,Europe,Insurance,E-commerce platform integration
334,Project Gemini Analytics,Novartis,2022-06-30,2024-09-14,Proposed,APAC,Automotive,Data center consolidation
335,Project Nova Upgrade,Repsol,2021-09-15,2024-12-22,Delayed,APAC,Insurance,Mobile app redevelopment
336,Project Orion Migration,Sony,2020-01-20,2024-03-29,Cancelled,Latin America,Technology,E-commerce platform integration
337,Project Nova Enhancement,Deutsche Telekom,2023-04-14,2025-10-19,Proposed,North America,Automotive,Upgrading legacy systems
338,Project Phoenix Upgrade,Samsung,2023-10-03,2025-03-19,Delayed,Latin America,Energy,Core banking overhaul
339,Project Gemini Expansion,Repsol,2023-03-19,2023-09-12,Cancelled,APAC,Banking,E-commerce platform integration
340,Project Helios Analytics,American Express,2022-09-13,2024-01-27,Completed,Africa,Insurance,Mobile app redevelopment
341,Project Gemini Upgrade,American Express,2023-08-07,2024-03-22,Proposed,Africa,Banking,Core banking overhaul
342,Project Nova Enhancement,Wells Fargo,2022-11-20,2024-02-04,Proposed,Latin America,Banking,Core banking overhaul
343,Project Gemini Migration,Ford,2022-03-19,2022-10-15,Proposed,Middle East,Healthcare,Core banking overhaul
344,Project Vantage Upgrade,Novartis,2022-10-17,2025-11-27,Delayed,Latin America,Retail,Cloud migration project
345,Project Titan Integration,AT&T,2023-07-13,2024-10-09,Delayed,Latin America,Automotive,Global ERP rollout
346,Project Vantage Migration,JP Morgan Chase,2021-08-18,2021-10-26,Proposed,Latin America,Technology,Upgrading legacy systems
347,Project Titan Analytics,British Telecom,2022-12-06,2022-12-07,Cancelled,APAC,Banking,Upgrading legacy systems
348,Project Helios Analytics,Pfizer,2023-08-29,2025-12-14,On Track,North America,Retail,Global ERP rollout
349,Project Gemini Expansion,Deutsche Telekom,2022-10-28,2025-08-05,On Track,North America,Automotive,Data center consolidation
350,Project Atlas Analytics,Deutsche Telekom,2020-11-03,2025-12-14,Cancelled,Europe,Telecom,E-commerce platform integration
351,Project Gemini Migration,Ford,2021-06-08,2022-03-06,Proposed,North America,Insurance,Analytics dashboards
352,Project Helios Migration,Banco Santander,2020-01-14,2020-03-05,Cancelled,Latin America,Retail,Core banking overhaul
353,Project Orion Upgrade,Apple,2022-01-10,2025-05-05,On Track,Africa,Banking,Global ERP rollout
354,Project Vantage Integration,AT&T,2020-01-11,2024-08-28,Cancelled,Latin America,Technology,Data center consolidation
355,Project Nova Migration,American Express,2023-05-09,2025-09-25,Completed,Latin America,Banking,Cloud migration project
356,Project Vantage Expansion,SAP,2023-12-20,2024-10-07,Completed,APAC,Healthcare,Mobile app redevelopment
357,Project Titan Analytics,Coca-Cola,2023-07-27,2024-02-20,Completed,APAC,Technology,Analytics dashboards
358,Project Orion Integration,SAP,2020-09-20,2021-08-13,On Track,APAC,Energy,Mobile app redevelopment
359,Project Gemini Migration,Pfizer,2022-06-09,2024-11-15,On Track,North America,Banking,Upgrading legacy systems
360,Project Helios Upgrade,Vodafone,2022-07-09,2023-09-25,Cancelled,Middle East,Retail,Global ERP rollout
361,Project Vantage Enhancement,SAP,2022-03-04,2024-08-16,Completed,Latin America,Telecom,Global ERP rollout
362,Project Helios Migration,JP Morgan Chase,2021-07-11,2023-01-08,On Track,North America,Banking,E-commerce platform integration
363,Project Helios Analytics,Vodafone,2020-01-09,2024-05-03,Proposed,Latin America,Banking,Core banking overhaul
364,Project Gemini Enhancement,Nestle,2023-10-16,2024-07-22,Completed,Latin America,Retail,Data center consolidation
365,Project Gemini Upgrade,Emirates,2021-04-19,2023-09-18,Proposed,Europe,Automotive,Mobile app redevelopment
366,Project Titan Analytics,Coca-Cola,2021-03-10,2023-03-15,On Track,Middle East,Technology,Upgrading legacy systems
367,Project Atlas Integration,Wells Fargo,2021-09-03,2024-05-20,On Track,APAC,Automotive,Global ERP rollout
368,Project Helios Expansion,Repsol,2022-09-22,2025-02-14,On Track,North America,Telecom,Analytics dashboards
369,Project Helios Analytics,IBM,2021-09-06,2024-09-05,Completed,Europe,Insurance,Global ERP rollout
370,Project Atlas Enhancement,Samsung,2023-10-09,2025-01-09,Completed,Middle East,Insurance,Analytics dashboards
371,Project Orion Migration,Coca-Cola,2022-09-14,2022-09-21,Delayed,Middle East,Technology,E-commerce platform integration
372,Project Titan Analytics,Coca-Cola,2022-06-21,2025-03-18,Cancelled,Middle East,Insurance,Mobile app redevelopment
373,Project Helios Upgrade,Samsung,2021-04-20,2021-04-28,Delayed,Africa,Banking,Data center consolidation
374,Project Phoenix Analytics,SAP,2020-10-17,2021-02-16,Completed,North America,Banking,E-commerce platform integration
375,Project Orion Integration,Nestle,2020-07-02,2025-10-29,Completed,Africa,Banking,Cloud migration project
376,Project Orion Analytics,HSBC,2022-08-05,2023-06-22,On Track,Latin America,Banking,Upgrading legacy systems
377,Project Helios Analytics,American Express,2023-09-03,2024-05-19,Completed,Middle East,Banking,Analytics dashboards
378,Project Nova Integration,British Telecom,2021-11-04,2025-08-31,On Track,Middle East,Energy,Analytics dashboards
379,Project Vantage Integration,Visa,2020-05-28,2023-08-09,Cancelled,Middle East,Telecom,Analytics dashboards
380,Project Gemini Enhancement,British Telecom,2022-03-14,2023-05-02,On Track,North America,Energy,Mobile app redevelopment
381,Project Atlas Enhancement,JP Morgan Chase,2021-02-27,2024-02-05,Cancelled,Africa,Technology,Mobile app redevelopment
382,Project Orion Analytics,Banco Santander,2021-06-30,2022-10-07,Proposed,APAC,Technology,Global ERP rollout
383,Project Atlas Upgrade,HSBC,2023-10-12,2023-12-14,Delayed,North America,Healthcare,Mobile app redevelopment
384,Project Vantage Migration,Microsoft,2021-06-10,2022-07-28,On Track,North America,Technology,Upgrading legacy systems
385,Project Nova Analytics,JP Morgan Chase,2023-03-02,2024-11-24,Cancelled,Middle East,Technology,E-commerce platform integration
386,Project Atlas Expansion,Nestle,2022-10-01,2023-04-30,Cancelled,North America,Banking,Upgrading legacy systems
387,Project Orion Expansion,Walmart,2020-07-15,2021-05-20,Cancelled,Africa,Retail,Mobile app redevelopment
388,Project Orion Enhancement,JP Morgan Chase,2020-02-19,2022-08-01,Cancelled,APAC,Healthcare,Data center consolidation
389,Project Phoenix Analytics,Visa,2022-07-11,2024-03-07,Proposed,Europe,Healthcare,Mobile app redevelopment
390,Project Atlas Analytics,British Telecom,2022-09-03,2023-04-11,Completed,Africa,Retail,Cloud migration project
391,Project Vantage Analytics,Repsol,2020-04-10,2024-08-16,On Track,Latin America,Technology,Data center consolidation
392,Project Nova Integration,Volkswagen,2021-03-09,2023-12-19,Proposed,North America,Energy,Core banking overhaul
393,Project Vantage Migration,American Express,2023-06-28,2025-12-20,Proposed,Latin America,Healthcare,Mobile app redevelopment
394,Project Gemini Upgrade,ExxonMobil,2020-12-09,2025-04-28,Cancelled,North America,Energy,Global ERP rollout
395,Project Vantage Expansion,Apple,2023-06-29,2024-09-28,Completed,Europe,Insurance,Mobile app redevelopment
396,Project Nova Analytics,Wells Fargo,2023-04-03,2024-06-02,Delayed,Europe,Insurance,Cloud migration project
397,Project Gemini Migration,SAP,2022-11-09,2025-09-21,Completed,Europe,Banking,Global ERP rollout
398,Project Nova Migration,Emirates,2023-01-27,2023-10-11,Cancelled,Latin America,Telecom,E-commerce platform integration
399,Project Atlas Integration,Visa,2023-10-22,2025-09-12,Cancelled,Europe,Retail,E-commerce platform integration
400,Project Titan Upgrade,Pfizer,2022-05-15,2023-01-03,On Track,North America,Retail,Data center consolidation
401,Project Gemini Migration,IBM,2021-04-19,2023-01-21,Completed,APAC,Telecom,Analytics dashboards
402,Project Nova Enhancement,Wells Fargo,2021-02-20,2024-12-05,On Track,Latin America,Energy,E-commerce platform integration
403,Project Gemini Upgrade,JP Morgan Chase,2022-09-05,2025-12-08,Completed,Europe,Telecom,Cloud migration project
404,Project Atlas Analytics,American Express,2022-04-18,2024-02-29,Cancelled,Latin America,Technology,Cloud migration project
405,Project Phoenix Migration,HSBC,2021-04-19,2025-07-13,Delayed,APAC,Banking,Upgrading legacy systems
406,Project Vantage Enhancement,JP Morgan Chase,2020-11-06,2024-11-11,Delayed,APAC,Energy,Cloud migration project
407,Project Gemini Migration,Sony,2022-09-30,2023-05-23,On Track,Africa,Telecom,Upgrading legacy systems
408,Project Helios Expansion,Novartis,2021-12-21,2024-01-23,Proposed,APAC,Retail,E-commerce platform integration
409,Project Gemini Enhancement,Emirates,2023-11-07,2024-08-01,Cancelled,Middle East,Retail,Core banking overhaul
410,Project Atlas Enhancement,ExxonMobil,2023-06-11,2025-07-26,Cancelled,Europe,Healthcare,E-commerce platform integration
411,Project Gemini Integration,Amazon,2023-07-25,2023-11-09,Completed,Latin America,Telecom,Global ERP rollout
412,Project Orion Enhancement,Walmart,2022-11-08,2024-07-28,Delayed,Latin America,Banking,Core banking overhaul
413,Project Vantage Analytics,American Express,2023-10-01,2024-12-30,On Track,North America,Insurance,Data center consolidation
414,Project Orion Integration,HSBC,2020-02-09,2025-09-02,Proposed,Europe,Insurance,Mobile app redevelopment
415,Project Titan Upgrade,Pfizer,2023-07-11,2025-07-08,Cancelled,Latin America,Technology,Mobile app redevelopment
416,Project Gemini Integration,Sony,2020-08-30,2024-10-11,Delayed,Africa,Banking,Upgrading legacy systems
417,Project Vantage Migration,Ford,2022-09-03,2023-05-22,On Track,Latin America,Technology,E-commerce platform integration
418,Project Atlas Analytics,Repsol,2022-03-09,2024-10-14,Completed,North America,Automotive,Cloud migration project
419,Project Gemini Analytics,Repsol,2022-02-01,2023-08-21,Proposed,Middle East,Insurance,Global ERP rollout
420,Project Atlas Expansion,Deutsche Telekom,2020-11-15,2025-01-31,Cancelled,Middle East,Healthcare,Global ERP rollout
421,Project Gemini Enhancement,Novartis,2021-05-06,2024-11-20,Proposed,Middle East,Banking,Analytics dashboards
422,Project Helios Integration,ExxonMobil,2020-10-10,2025-11-16,On Track,Middle East,Retail,Core banking overhaul
423,Project Vantage Integration,American Express,2021-10-17,2025-10-16,Cancelled,APAC,Energy,Core banking overhaul
424,Project Phoenix Upgrade,HSBC,2020-05-06,2022-10-03,Delayed,Africa,Automotive,Global ERP rollout
425,Project Helios Analytics,Ford,2021-07-22,2023-06-12,Cancelled,APAC,Telecom,Global ERP rollout
426,Project Helios Expansion,AT&T,2021-05-15,2023-09-21,Completed,APAC,Insurance,Cloud migration project
427,Project Phoenix Analytics,Pfizer,2020-11-07,2022-07-07,Delayed,Europe,Automotive,E-commerce platform integration
428,Project Atlas Analytics,Emirates,2022-10-05,2023-02-06,Cancelled,Latin America,Telecom,E-commerce platform integration
429,Project Helios Migration,Amazon,2020-03-16,2020-10-03,On Track,Africa,Automotive,Analytics dashboards
430,Project Orion Analytics,Vodafone,2023-02-10,2024-09-05,Completed,Middle East,Energy,Global ERP rollout
431,Project Orion Expansion,Apple,2020-12-11,2022-12-07,On Track,Europe,Banking,Cloud migration project
432,Project Atlas Analytics,Sony,2022-06-09,2024-05-16,Proposed,North America,Energy,Global ERP rollout
433,Project Phoenix Upgrade,Apple,2020-01-03,2022-12-06,On Track,APAC,Energy,Cloud migration project
434,Project Nova Integration,HSBC,2023-02-13,2025-05-25,Proposed,North America,Energy,Data center consolidation
435,Project Orion Expansion,American Express,2021-04-29,2022-05-13,On Track,Latin America,Technology,Analytics dashboards
436,Project Vantage Integration,Pfizer,2021-03-29,2022-09-11,On Track,North America,Energy,Analytics dashboards
437,Project Orion Expansion,Walmart,2021-05-09,2024-11-16,Completed,Latin America,Energy,E-commerce platform integration
438,Project Atlas Expansion,ExxonMobil,2021-04-04,2024-07-02,Delayed,North America,Telecom,Analytics dashboards
439,Project Orion Enhancement,ExxonMobil,2021-03-23,2022-05-03,Completed,Europe,Retail,Core banking overhaul
440,Project Nova Enhancement,Ford,2021-01-31,2022-09-14,Completed,Latin America,Healthcare,Mobile app redevelopment
441,Project Vantage Enhancement,Amazon,2023-07-09,2025-12-21,Completed,APAC,Insurance,Mobile app redevelopment
442,Project Atlas Migration,Walmart,2021-03-22,2024-03-29,On Track,Middle East,Automotive,Cloud migration project
443,Project Vantage Analytics,Walmart,2021-01-24,2023-02-04,Delayed,North America,Healthcare,Global ERP rollout
444,Project Orion Expansion,IBM,2022-01-07,2023-08-07,Cancelled,Africa,Energy,Cloud migration project
445,Project Atlas Integration,Amazon,2022-02-10,2025-02-06,Completed,Middle East,Technology,Cloud migration project
446,Project Vantage Expansion,Nestle,2021-04-13,2021-07-08,Completed,Africa,Healthcare,E-commerce platform integration
447,Project Orion Integration,Emirates,2020-06-29,2022-04-10,Proposed,APAC,Telecom,Mobile app redevelopment
448,Project Orion Analytics,Pfizer,2022-02-28,2024-10-30,Cancelled,Europe,Energy,Mobile app redevelopment
449,Project Atlas Expansion,American Express,2020-04-28,2025-10-27,Completed,Europe,Banking,Cloud migration project
450,Project Vantage Integration,ExxonMobil,2020-06-16,2025-12-12,Proposed,North America,Retail,Mobile app redevelopment
451,Project Orion Integration,Wells Fargo,2023-07-31,2025-06-27,On Track,APAC,Technology,Core banking overhaul
452,Project Atlas Analytics,American Express,2023-01-22,2025-02-02,Proposed,APAC,Retail,Core banking overhaul
453,Project Atlas Expansion,SAP,2022-01-24,2023-08-08,Delayed,Africa,Banking,Data center consolidation
454,Project Gemini Analytics,Coca-Cola,2021-10-31,2024-12-06,Proposed,Europe,Healthcare,Core banking overhaul
455,Project Atlas Enhancement,Novartis,2023-05-21,2025-07-11,On Track,North America,Banking,Core banking overhaul
456,Project Nova Expansion,Apple,2021-01-26,2024-02-09,On Track,Africa,Insurance,Global ERP rollout
457,Project Helios Migration,HSBC,2023-07-18,2024-09-24,Delayed,North America,Banking,Upgrading legacy systems
458,Project Nova Enhancement,Novartis,2022-05-01,2023-06-04,Cancelled,North America,Healthcare,Global ERP rollout
459,Project Helios Analytics,Repsol,2022-10-14,2023-08-11,Proposed,North America,Automotive,Core banking overhaul
460,Project Helios Upgrade,IBM,2020-07-25,2024-09-23,Cancelled,Latin America,Automotive,Upgrading legacy systems
461,Project Helios Expansion,Emirates,2020-05-24,2020-08-14,Completed,Europe,Retail,Mobile app redevelopment
462,Project Orion Upgrade,Nestle,2023-08-27,2023-09-12,Cancelled,Europe,Healthcare,Analytics dashboards
463,Project Titan Analytics,Deutsche Telekom,2020-07-27,2023-11-20,Cancelled,Europe,Automotive,Upgrading legacy systems
464,Project Phoenix Enhancement,American Express,2021-02-18,2022-08-17,Proposed,Middle East,Insurance,Mobile app redevelopment
465,Project Helios Upgrade,Visa,2020-03-12,2020-05-12,Completed,Middle East,Telecom,Data center consolidation
466,Project Orion Expansion,Coca-Cola,2020-01-14,2021-05-11,Proposed,Europe,Telecom,Global ERP rollout
467,Project Vantage Migration,Wells Fargo,2022-08-06,2022-09-11,Proposed,North America,Retail,Cloud migration project
468,Project Nova Migration,Ford,2022-03-06,2023-12-20,Delayed,Europe,Automotive,E-commerce platform integration
469,Project Titan Enhancement,Emirates,2021-10-05,2022-08-17,Delayed,Middle East,Retail,Mobile app redevelopment
470,Project Orion Expansion,Novartis,2022-05-03,2024-03-03,Proposed,APAC,Energy,Core banking overhaul
471,Project Gemini Analytics,Volkswagen,2023-05-09,2024-05-18,Delayed,Latin America,Automotive,Analytics dashboards
472,Project Nova Upgrade,SAP,2022-11-20,2025-10-04,Proposed,Latin America,Telecom,E-commerce platform integration
473,Project Nova Analytics,Deutsche Telekom,2020-09-09,2025-11-07,Cancelled,Europe,Retail,Cloud migration project
474,Project Helios Analytics,Apple,2023-07-28,2024-09-06,Cancelled,Africa,Technology,Analytics dashboards
475,Project Gemini Migration,Coca-Cola,2021-01-13,2021-08-01,Completed,Africa,Energy,Upgrading legacy systems
476,Project Helios Expansion,Amazon,2023-03-24,2024-04-17,Proposed,North America,Automotive,Cloud migration project
477,Project Phoenix Analytics,Apple,2023-05-09,2023-07-19,Completed,Europe,Energy,Global ERP rollout
478,Project Nova Integration,Novartis,2023-05-31,2023-11-16,Completed,Latin America,Technology,Global ERP rollout
479,Project Nova Upgrade,Microsoft,2023-11-11,2025-04-15,On Track,Africa,Telecom,Global ERP rollout
480,Project Gemini Integration,Emirates,2023-07-26,2024-06-22,Delayed,Europe,Automotive,Core banking overhaul
481,Project Helios Enhancement,Visa,2022-10-26,2025-08-05,Cancelled,Latin America,Automotive,Cloud migration project
482,Project Gemini Integration,Coca-Cola,2022-06-27,2025-01-15,Proposed,Latin America,Automotive,Core banking overhaul
483,Project Gemini Upgrade,Pfizer,2021-03-27,2023-08-28,Cancelled,Europe,Energy,E-commerce platform integration
484,Project Atlas Integration,Emirates,2022-03-24,2025-03-11,On Track,Latin America,Automotive,E-commerce platform integration
485,Project Helios Migration,HSBC,2022-09-21,2025-12-29,Completed,Middle East,Technology,Mobile app redevelopment
486,Project Atlas Enhancement,Volkswagen,2020-04-21,2020-10-15,On Track,Latin America,Telecom,Global ERP rollout
487,Project Vantage Migration,ExxonMobil,2021-09-14,2024-12-12,On Track,Africa,Energy,E-commerce platform integration
488,Project Vantage Integration,Amazon,2022-05-14,2025-03-03,Proposed,Europe,Technology,Data center consolidation
489,Project Helios Integration,HSBC,2022-08-14,2024-04-14,Completed,Middle East,Healthcare,Core banking overhaul
490,Project Atlas Upgrade,Banco Santander,2021-10-04,2024-10-28,Completed,Europe,Energy,Core banking overhaul
491,Project Phoenix Enhancement,Volkswagen,2022-05-24,2025-12-21,Proposed,North America,Healthcare,Core banking overhaul
492,Project Vantage Analytics,Sony,2021-02-02,2025-12-05,Proposed,Europe,Insurance,Analytics dashboards
493,Project Phoenix Integration,Nestle,2022-05-17,2024-01-26,Delayed,Middle East,Energy,Cloud migration project
494,Project Titan Enhancement,Samsung,2023-08-16,2024-03-10,Delayed,APAC,Healthcare,Mobile app redevelopment
495,Project Nova Migration,IBM,2021-09-19,2025-06-21,Cancelled,Latin America,Retail,Analytics dashboards
496,Project Phoenix Integration,Volkswagen,2020-02-22,2023-02-18,Cancelled,North America,Retail,Global ERP rollout
497,Project Titan Upgrade,Amazon,2021-12-02,2025-08-17,Completed,Middle East,Telecom,Core banking overhaul
498,Project Vantage Migration,Volkswagen,2021-07-19,2022-09-18,On Track,Middle East,Telecom,Upgrading legacy systems
499,Project Helios Integration,Apple,2020-02-07,2024-12-01,Completed,Africa,Retail,Mobile app redevelopment
500,Project Atlas Enhancement,SAP,2020-05-23,2024-05-25,Completed,Latin America,Energy,Upgrading legacy systems
501,Project Titan Migration,Novartis,2023-11-01,2025-05-27,Cancelled,APAC,Banking,Upgrading legacy systems
502,Project Vantage Enhancement,Visa,2021-01-16,2024-05-27,On Track,Europe,Healthcare,Mobile app redevelopment
503,Project Phoenix Upgrade,Coca-Cola,2022-03-23,2022-04-10,On Track,Latin America,Healthcare,E-commerce platform integration
504,Project Nova Upgrade,Volkswagen,2021-01-23,2025-04-11,Proposed,Middle East,Banking,Core banking overhaul
